col,success,mu,sigma,summary,AIC,BIC,const. std err,x1 std err,const,x1,const (p-value),x1 (p-value),const (lb),const (ub),x1 (lb),x1 (ub),cov type,model DF,resid. DF,model MSE,resid. MSE,total MSE,R^2,adj. R^2
Stacked_Bar_Chart&retrieve_value&reVLAT_NoVizChoices&Gemini,True,0.0,1.0,"\begin{center}
\begin{tabular}{lclc}
\toprule
\textbf{Dep. Variable:}    &        y         & \textbf{  R-squared:         } &     0.800   \\
\textbf{Model:}            &       OLS        & \textbf{  Adj. R-squared:    } &     0.800   \\
\textbf{Method:}           &  Least Squares   & \textbf{  F-statistic:       } &     3990.   \\
\textbf{Date:}             & Mon, 11 Mar 2024 & \textbf{  Prob (F-statistic):} &     0.00    \\
\textbf{Time:}             &     20:34:00     & \textbf{  Log-Likelihood:    } &    433.46   \\
\textbf{No. Observations:} &        1000      & \textbf{  AIC:               } &    -862.9   \\
\textbf{Df Residuals:}     &         998      & \textbf{  BIC:               } &    -853.1   \\
\textbf{Df Model:}         &           1      & \textbf{                     } &             \\
\textbf{Covariance Type:}  &    nonrobust     & \textbf{                     } &             \\
\bottomrule
\end{tabular}
\begin{tabular}{lcccccc}
               & \textbf{coef} & \textbf{std err} & \textbf{t} & \textbf{P$> |$t$|$} & \textbf{[0.025} & \textbf{0.975]}  \\
\midrule
\textbf{const} &      -0.0565  &        0.005     &   -11.382  &         0.000        &       -0.066    &       -0.047     \\
\textbf{x1}    &       0.3138  &        0.005     &    63.163  &         0.000        &        0.304    &        0.324     \\
\bottomrule
\end{tabular}
\begin{tabular}{lclc}
\textbf{Omnibus:}       & 114.489 & \textbf{  Durbin-Watson:     } &    0.003  \\
\textbf{Prob(Omnibus):} &   0.000 & \textbf{  Jarque-Bera (JB):  } &  100.405  \\
\textbf{Skew:}          &   0.697 & \textbf{  Prob(JB):          } & 1.58e-22  \\
\textbf{Kurtosis:}      &   2.317 & \textbf{  Cond. No.          } &     1.00  \\
\bottomrule
\end{tabular}
%\caption{OLS Regression Results}
\end{center}

Notes: \newline
 [1] Standard Errors assume that the covariance matrix of the errors is correctly specified.",-862.9182263297325,-853.1027157717683,0.004965336126782324,0.004968568588096123,-0.056514171951108326,0.31382908817701727,2.6324331564249134e-28,0.0,-0.06625786874389526,-0.04677047515832139,0.30407904818366305,0.3235791281703715,nonrobust,1.0,998.0,98.36058832466179,0.024654562851929577,0.12308893098186938,0.7999017181044211,0.7997012188239646
Stacked_Bar_Chart&reVLAT_VizChoices,True,0.0,1.0,"\begin{center}
\begin{tabular}{lclc}
\toprule
\textbf{Dep. Variable:}    &        y         & \textbf{  R-squared:         } &     0.962   \\
\textbf{Model:}            &       OLS        & \textbf{  Adj. R-squared:    } &     0.962   \\
\textbf{Method:}           &  Least Squares   & \textbf{  F-statistic:       } & 2.521e+04   \\
\textbf{Date:}             & Mon, 11 Mar 2024 & \textbf{  Prob (F-statistic):} &     0.00    \\
\textbf{Time:}             &     20:34:00     & \textbf{  Log-Likelihood:    } &    2322.7   \\
\textbf{No. Observations:} &        1000      & \textbf{  AIC:               } &    -4641.   \\
\textbf{Df Residuals:}     &         998      & \textbf{  BIC:               } &    -4632.   \\
\textbf{Df Model:}         &           1      & \textbf{                     } &             \\
\textbf{Covariance Type:}  &    nonrobust     & \textbf{                     } &             \\
\bottomrule
\end{tabular}
\begin{tabular}{lcccccc}
               & \textbf{coef} & \textbf{std err} & \textbf{t} & \textbf{P$> |$t$|$} & \textbf{[0.025} & \textbf{0.975]}  \\
\midrule
\textbf{const} &       0.4266  &        0.001     &   568.254  &         0.000        &        0.425    &        0.428     \\
\textbf{x1}    &       0.1193  &        0.001     &   158.773  &         0.000        &        0.118    &        0.121     \\
\bottomrule
\end{tabular}
\begin{tabular}{lclc}
\textbf{Omnibus:}       & 256.740 & \textbf{  Durbin-Watson:     } &    0.106  \\
\textbf{Prob(Omnibus):} &   0.000 & \textbf{  Jarque-Bera (JB):  } & 1731.781  \\
\textbf{Skew:}          &   0.997 & \textbf{  Prob(JB):          } &     0.00  \\
\textbf{Kurtosis:}      &   9.131 & \textbf{  Cond. No.          } &     1.00  \\
\bottomrule
\end{tabular}
%\caption{OLS Regression Results}
\end{center}

Notes: \newline
 [1] Standard Errors assume that the covariance matrix of the errors is correctly specified.",-4641.390691024915,-4631.575180466951,0.0007506954481537018,0.0007511841550473827,0.42658531599101335,0.11926797171271754,0.0,0.0,0.4251121933979463,0.4280584385840804,0.11779389010868509,0.12074205331674999,nonrobust,1.0,998.0,14.206346235567006,0.0005635436558786845,0.014783546350484417,0.9619185048859,0.9618803470751645
Stacked_Bar_Chart&retrieve_value&reVLAT_VizChoices,True,0.0,1.0,"\begin{center}
\begin{tabular}{lclc}
\toprule
\textbf{Dep. Variable:}    &        y         & \textbf{  R-squared:         } &     0.993   \\
\textbf{Model:}            &       OLS        & \textbf{  Adj. R-squared:    } &     0.993   \\
\textbf{Method:}           &  Least Squares   & \textbf{  F-statistic:       } & 1.451e+05   \\
\textbf{Date:}             & Mon, 11 Mar 2024 & \textbf{  Prob (F-statistic):} &     0.00    \\
\textbf{Time:}             &     20:34:01     & \textbf{  Log-Likelihood:    } &    3043.5   \\
\textbf{No. Observations:} &        1000      & \textbf{  AIC:               } &    -6083.   \\
\textbf{Df Residuals:}     &         998      & \textbf{  BIC:               } &    -6073.   \\
\textbf{Df Model:}         &           1      & \textbf{                     } &             \\
\textbf{Covariance Type:}  &    nonrobust     & \textbf{                     } &             \\
\bottomrule
\end{tabular}
\begin{tabular}{lcccccc}
               & \textbf{coef} & \textbf{std err} & \textbf{t} & \textbf{P$> |$t$|$} & \textbf{[0.025} & \textbf{0.975]}  \\
\midrule
\textbf{const} &      -0.1524  &        0.000     &  -417.411  &         0.000        &       -0.153    &       -0.152     \\
\textbf{x1}    &       0.1392  &        0.000     &   380.976  &         0.000        &        0.138    &        0.140     \\
\bottomrule
\end{tabular}
\begin{tabular}{lclc}
\textbf{Omnibus:}       & 72.907 & \textbf{  Durbin-Watson:     } &    0.040  \\
\textbf{Prob(Omnibus):} &  0.000 & \textbf{  Jarque-Bera (JB):  } &   88.729  \\
\textbf{Skew:}          & -0.670 & \textbf{  Prob(JB):          } & 5.40e-20  \\
\textbf{Kurtosis:}      &  3.576 & \textbf{  Cond. No.          } &     1.00  \\
\bottomrule
\end{tabular}
%\caption{OLS Regression Results}
\end{center}

Notes: \newline
 [1] Standard Errors assume that the covariance matrix of the errors is correctly specified.",-6083.055316494726,-6073.2398059367615,0.00036509870013492834,0.0003653363814104292,-0.15239619435489238,0.139184569749086,0.0,0.0,-0.15311264354236373,-0.15167974516742103,0.1384676541492263,0.1399014853489457,nonrobust,1.0,998.0,19.3471460583234,0.00013329706084021367,0.019499676201243175,0.9931709824832685,0.9931641397803459
Stacked_Bar_Chart&reVLAT_NoVizChoices,True,0.0,1.0,"\begin{center}
\begin{tabular}{lclc}
\toprule
\textbf{Dep. Variable:}    &        y         & \textbf{  R-squared:         } &     0.813   \\
\textbf{Model:}            &       OLS        & \textbf{  Adj. R-squared:    } &     0.813   \\
\textbf{Method:}           &  Least Squares   & \textbf{  F-statistic:       } &     4336.   \\
\textbf{Date:}             & Mon, 11 Mar 2024 & \textbf{  Prob (F-statistic):} &     0.00    \\
\textbf{Time:}             &     20:34:01     & \textbf{  Log-Likelihood:    } &    1144.3   \\
\textbf{No. Observations:} &        1000      & \textbf{  AIC:               } &    -2285.   \\
\textbf{Df Residuals:}     &         998      & \textbf{  BIC:               } &    -2275.   \\
\textbf{Df Model:}         &           1      & \textbf{                     } &             \\
\textbf{Covariance Type:}  &    nonrobust     & \textbf{                     } &             \\
\bottomrule
\end{tabular}
\begin{tabular}{lcccccc}
               & \textbf{coef} & \textbf{std err} & \textbf{t} & \textbf{P$> |$t$|$} & \textbf{[0.025} & \textbf{0.975]}  \\
\midrule
\textbf{const} &       0.0569  &        0.002     &    23.311  &         0.000        &        0.052    &        0.062     \\
\textbf{x1}    &       0.1607  &        0.002     &    65.850  &         0.000        &        0.156    &        0.166     \\
\bottomrule
\end{tabular}
\begin{tabular}{lclc}
\textbf{Omnibus:}       & 112.568 & \textbf{  Durbin-Watson:     } &    0.002  \\
\textbf{Prob(Omnibus):} &   0.000 & \textbf{  Jarque-Bera (JB):  } &  104.720  \\
\textbf{Skew:}          &  -0.722 & \textbf{  Prob(JB):          } & 1.82e-23  \\
\textbf{Kurtosis:}      &   2.345 & \textbf{  Cond. No.          } &     1.00  \\
\bottomrule
\end{tabular}
%\caption{OLS Regression Results}
\end{center}

Notes: \newline
 [1] Standard Errors assume that the covariance matrix of the errors is correctly specified.",-2284.534393143006,-2274.7188825850417,0.002439206816008346,0.002440794753152535,0.05685989035155374,0.16072555659300908,2.6613526781714083e-96,0.0,0.052073327866510824,0.06164645283659666,0.15593587802928308,0.16551523515673508,nonrobust,1.0,998.0,25.79910289057522,0.005949729891261545,0.03176870202407832,0.8129047198346421,0.8127172496140355
Stacked_Bar_Chart&retrieve_value&reVLAT_NoVizChoices,True,0.0,1.0,"\begin{center}
\begin{tabular}{lclc}
\toprule
\textbf{Dep. Variable:}    &        y         & \textbf{  R-squared:         } &     0.878   \\
\textbf{Model:}            &       OLS        & \textbf{  Adj. R-squared:    } &     0.878   \\
\textbf{Method:}           &  Least Squares   & \textbf{  F-statistic:       } &     7194.   \\
\textbf{Date:}             & Mon, 11 Mar 2024 & \textbf{  Prob (F-statistic):} &     0.00    \\
\textbf{Time:}             &     20:34:01     & \textbf{  Log-Likelihood:    } &    1285.8   \\
\textbf{No. Observations:} &        1000      & \textbf{  AIC:               } &    -2568.   \\
\textbf{Df Residuals:}     &         998      & \textbf{  BIC:               } &    -2558.   \\
\textbf{Df Model:}         &           1      & \textbf{                     } &             \\
\textbf{Covariance Type:}  &    nonrobust     & \textbf{                     } &             \\
\bottomrule
\end{tabular}
\begin{tabular}{lcccccc}
               & \textbf{coef} & \textbf{std err} & \textbf{t} & \textbf{P$> |$t$|$} & \textbf{[0.025} & \textbf{0.975]}  \\
\midrule
\textbf{const} &       0.6522  &        0.002     &   308.030  &         0.000        &        0.648    &        0.656     \\
\textbf{x1}    &       0.1797  &        0.002     &    84.816  &         0.000        &        0.176    &        0.184     \\
\bottomrule
\end{tabular}
\begin{tabular}{lclc}
\textbf{Omnibus:}       & 94.321 & \textbf{  Durbin-Watson:     } &    0.002  \\
\textbf{Prob(Omnibus):} &  0.000 & \textbf{  Jarque-Bera (JB):  } &  116.262  \\
\textbf{Skew:}          &  0.819 & \textbf{  Prob(JB):          } & 5.68e-26  \\
\textbf{Kurtosis:}      &  2.674 & \textbf{  Cond. No.          } &     1.00  \\
\bottomrule
\end{tabular}
%\caption{OLS Regression Results}
\end{center}

Notes: \newline
 [1] Standard Errors assume that the covariance matrix of the errors is correctly specified.",-2567.524026825893,-2557.7085162679286,0.002117377075630655,0.0021187554998317445,0.6522165969866016,0.1797045650016753,0.0,0.0,0.6480615751121183,0.656371618861085,0.17554683818494346,0.18386229181840716,nonrobust,1.0,998.0,32.25172491087731,0.0044832856804062045,0.03676280682674945,0.8781704039068783,0.878048330163298
Stacked_Bar_Chart&find_extremum,True,0.0,1.0,"\begin{center}
\begin{tabular}{lclc}
\toprule
\textbf{Dep. Variable:}    &        y         & \textbf{  R-squared:         } &     0.866   \\
\textbf{Model:}            &       OLS        & \textbf{  Adj. R-squared:    } &     0.866   \\
\textbf{Method:}           &  Least Squares   & \textbf{  F-statistic:       } &     6452.   \\
\textbf{Date:}             & Mon, 11 Mar 2024 & \textbf{  Prob (F-statistic):} &     0.00    \\
\textbf{Time:}             &     20:34:01     & \textbf{  Log-Likelihood:    } &    886.73   \\
\textbf{No. Observations:} &        1000      & \textbf{  AIC:               } &    -1769.   \\
\textbf{Df Residuals:}     &         998      & \textbf{  BIC:               } &    -1760.   \\
\textbf{Df Model:}         &           1      & \textbf{                     } &             \\
\textbf{Covariance Type:}  &    nonrobust     & \textbf{                     } &             \\
\bottomrule
\end{tabular}
\begin{tabular}{lcccccc}
               & \textbf{coef} & \textbf{std err} & \textbf{t} & \textbf{P$> |$t$|$} & \textbf{[0.025} & \textbf{0.975]}  \\
\midrule
\textbf{const} &       0.1381  &        0.003     &    43.759  &         0.000        &        0.132    &        0.144     \\
\textbf{x1}    &       0.2536  &        0.003     &    80.323  &         0.000        &        0.247    &        0.260     \\
\bottomrule
\end{tabular}
\begin{tabular}{lclc}
\textbf{Omnibus:}       & 100.694 & \textbf{  Durbin-Watson:     } &    0.002  \\
\textbf{Prob(Omnibus):} &   0.000 & \textbf{  Jarque-Bera (JB):  } &  107.673  \\
\textbf{Skew:}          &  -0.757 & \textbf{  Prob(JB):          } & 4.16e-24  \\
\textbf{Kurtosis:}      &   2.458 & \textbf{  Cond. No.          } &     1.00  \\
\bottomrule
\end{tabular}
%\caption{OLS Regression Results}
\end{center}

Notes: \newline
 [1] Standard Errors assume that the covariance matrix of the errors is correctly specified.",-1769.4540281033833,-1759.638517545419,0.0031557086849364952,0.003157763068764944,0.13809021498420948,0.2536418866786857,2.319714642903635e-234,0.0,0.1318976294658729,0.14428280050254605,0.2474452697528856,0.2598385036044858,nonrobust,1.0,998.0,64.25052455348734,0.009958497304183576,0.07426336823129384,0.8660371987514914,0.8659029674877153
Stacked_Bar_Chart&find_extremum&ChatGPT,True,0.0,1.0,"\begin{center}
\begin{tabular}{lclc}
\toprule
\textbf{Dep. Variable:}    &        y         & \textbf{  R-squared:         } &     0.906   \\
\textbf{Model:}            &       OLS        & \textbf{  Adj. R-squared:    } &     0.906   \\
\textbf{Method:}           &  Least Squares   & \textbf{  F-statistic:       } &     9652.   \\
\textbf{Date:}             & Mon, 11 Mar 2024 & \textbf{  Prob (F-statistic):} &     0.00    \\
\textbf{Time:}             &     20:34:02     & \textbf{  Log-Likelihood:    } &    918.33   \\
\textbf{No. Observations:} &        1000      & \textbf{  AIC:               } &    -1833.   \\
\textbf{Df Residuals:}     &         998      & \textbf{  BIC:               } &    -1823.   \\
\textbf{Df Model:}         &           1      & \textbf{                     } &             \\
\textbf{Covariance Type:}  &    nonrobust     & \textbf{                     } &             \\
\bottomrule
\end{tabular}
\begin{tabular}{lcccccc}
               & \textbf{coef} & \textbf{std err} & \textbf{t} & \textbf{P$> |$t$|$} & \textbf{[0.025} & \textbf{0.975]}  \\
\midrule
\textbf{const} &       1.4601  &        0.003     &   477.558  &         0.000        &        1.454    &        1.466     \\
\textbf{x1}    &       0.3006  &        0.003     &    98.244  &         0.000        &        0.295    &        0.307     \\
\bottomrule
\end{tabular}
\begin{tabular}{lclc}
\textbf{Omnibus:}       & 179.160 & \textbf{  Durbin-Watson:     } &    0.003  \\
\textbf{Prob(Omnibus):} &   0.000 & \textbf{  Jarque-Bera (JB):  } &  281.587  \\
\textbf{Skew:}          &   1.217 & \textbf{  Prob(JB):          } & 7.15e-62  \\
\textbf{Kurtosis:}      &   3.911 & \textbf{  Cond. No.          } &     1.00  \\
\bottomrule
\end{tabular}
%\caption{OLS Regression Results}
\end{center}

Notes: \newline
 [1] Standard Errors assume that the covariance matrix of the errors is correctly specified.",-1832.6690138662216,-1822.8535033082574,0.0030575244971227295,0.0030595149625012225,1.460146517397304,0.30057871690890364,0.0,0.0,1.4541466030157195,1.4661464317788886,0.2945748965498326,0.3065825372679747,nonrobust,1.0,998.0,90.23004629879969,0.009348456050505554,0.09965946490210634,0.9062899018591479,0.9061960039652193
Stacked_Bar_Chart&find_extremum&reVLAT_VizChoices&ChatGPT,True,0.0,1.0,"\begin{center}
\begin{tabular}{lclc}
\toprule
\textbf{Dep. Variable:}    &        y         & \textbf{  R-squared:         } &     0.988   \\
\textbf{Model:}            &       OLS        & \textbf{  Adj. R-squared:    } &     0.988   \\
\textbf{Method:}           &  Least Squares   & \textbf{  F-statistic:       } & 8.566e+04   \\
\textbf{Date:}             & Mon, 11 Mar 2024 & \textbf{  Prob (F-statistic):} &     0.00    \\
\textbf{Time:}             &     20:34:02     & \textbf{  Log-Likelihood:    } &    1787.4   \\
\textbf{No. Observations:} &        1000      & \textbf{  AIC:               } &    -3571.   \\
\textbf{Df Residuals:}     &         998      & \textbf{  BIC:               } &    -3561.   \\
\textbf{Df Model:}         &           1      & \textbf{                     } &             \\
\textbf{Covariance Type:}  &    nonrobust     & \textbf{                     } &             \\
\bottomrule
\end{tabular}
\begin{tabular}{lcccccc}
               & \textbf{coef} & \textbf{std err} & \textbf{t} & \textbf{P$> |$t$|$} & \textbf{[0.025} & \textbf{0.975]}  \\
\midrule
\textbf{const} &       0.7675  &        0.001     &   598.626  &         0.000        &        0.765    &        0.770     \\
\textbf{x1}    &       0.3755  &        0.001     &   292.684  &         0.000        &        0.373    &        0.378     \\
\bottomrule
\end{tabular}
\begin{tabular}{lclc}
\textbf{Omnibus:}       & 124.007 & \textbf{  Durbin-Watson:     } &     0.042  \\
\textbf{Prob(Omnibus):} &   0.000 & \textbf{  Jarque-Bera (JB):  } &  1174.290  \\
\textbf{Skew:}          &   0.081 & \textbf{  Prob(JB):          } & 1.01e-255  \\
\textbf{Kurtosis:}      &   8.306 & \textbf{  Cond. No.          } &      1.00  \\
\bottomrule
\end{tabular}
%\caption{OLS Regression Results}
\end{center}

Notes: \newline
 [1] Standard Errors assume that the covariance matrix of the errors is correctly specified.",-3570.8728930140114,-3561.057382456047,0.0012821055162961074,0.0012829401740868016,0.7675021020733155,0.3754966028967377,0.0,0.0,0.7649861702032118,0.7700180339434192,0.37297903314105474,0.37801417265242065,nonrobust,1.0,998.0,140.8142973341032,0.0016437945549169003,0.1425974017016119,0.9884840179741969,0.9884724789140509
Stacked_Bar_Chart&find_extremum&reVLAT_NoVizChoices&ChatGPT,True,0.0,1.0,"\begin{center}
\begin{tabular}{lclc}
\toprule
\textbf{Dep. Variable:}    &        y         & \textbf{  R-squared:         } &     0.831   \\
\textbf{Model:}            &       OLS        & \textbf{  Adj. R-squared:    } &     0.831   \\
\textbf{Method:}           &  Least Squares   & \textbf{  F-statistic:       } &     4901.   \\
\textbf{Date:}             & Mon, 11 Mar 2024 & \textbf{  Prob (F-statistic):} &     0.00    \\
\textbf{Time:}             &     20:34:02     & \textbf{  Log-Likelihood:    } &    76.853   \\
\textbf{No. Observations:} &        1000      & \textbf{  AIC:               } &    -149.7   \\
\textbf{Df Residuals:}     &         998      & \textbf{  BIC:               } &    -139.9   \\
\textbf{Df Model:}         &           1      & \textbf{                     } &             \\
\textbf{Covariance Type:}  &    nonrobust     & \textbf{                     } &             \\
\bottomrule
\end{tabular}
\begin{tabular}{lcccccc}
               & \textbf{coef} & \textbf{std err} & \textbf{t} & \textbf{P$> |$t$|$} & \textbf{[0.025} & \textbf{0.975]}  \\
\midrule
\textbf{const} &       0.6926  &        0.007     &    97.654  &         0.000        &        0.679    &        0.707     \\
\textbf{x1}    &       0.4969  &        0.007     &    70.008  &         0.000        &        0.483    &        0.511     \\
\bottomrule
\end{tabular}
\begin{tabular}{lclc}
\textbf{Omnibus:}       & 117.077 & \textbf{  Durbin-Watson:     } &    0.002  \\
\textbf{Prob(Omnibus):} &   0.000 & \textbf{  Jarque-Bera (JB):  } &  107.909  \\
\textbf{Skew:}          &   0.732 & \textbf{  Prob(JB):          } & 3.70e-24  \\
\textbf{Kurtosis:}      &   2.331 & \textbf{  Cond. No.          } &     1.00  \\
\bottomrule
\end{tabular}
%\caption{OLS Regression Results}
\end{center}

Notes: \newline
 [1] Standard Errors assume that the covariance matrix of the errors is correctly specified.",-149.706826347508,-139.89131578954374,0.007092846170301542,0.007097463652434635,0.692644415323985,0.49687589734128357,0.0,0.0,0.6787258122895347,0.7065630183584354,0.48294823321918434,0.5108035614633828,nonrobust,1.0,998.0,246.56452312285577,0.050308466795561,0.2970694424272529,0.830820337631168,0.8306508189313997
Stacked_Bar_Chart&find_extremum&Gemini,True,0.0,1.0,"\begin{center}
\begin{tabular}{lclc}
\toprule
\textbf{Dep. Variable:}    &        y         & \textbf{  R-squared:         } &     0.746   \\
\textbf{Model:}            &       OLS        & \textbf{  Adj. R-squared:    } &     0.746   \\
\textbf{Method:}           &  Least Squares   & \textbf{  F-statistic:       } &     2928.   \\
\textbf{Date:}             & Mon, 11 Mar 2024 & \textbf{  Prob (F-statistic):} & 4.45e-299   \\
\textbf{Time:}             &     20:34:03     & \textbf{  Log-Likelihood:    } &   -82.529   \\
\textbf{No. Observations:} &        1000      & \textbf{  AIC:               } &     169.1   \\
\textbf{Df Residuals:}     &         998      & \textbf{  BIC:               } &     178.9   \\
\textbf{Df Model:}         &           1      & \textbf{                     } &             \\
\textbf{Covariance Type:}  &    nonrobust     & \textbf{                     } &             \\
\bottomrule
\end{tabular}
\begin{tabular}{lcccccc}
               & \textbf{coef} & \textbf{std err} & \textbf{t} & \textbf{P$> |$t$|$} & \textbf{[0.025} & \textbf{0.975]}  \\
\midrule
\textbf{const} &      -1.3221  &        0.008     &  -158.932  &         0.000        &       -1.338    &       -1.306     \\
\textbf{x1}    &       0.4504  &        0.008     &    54.111  &         0.000        &        0.434    &        0.467     \\
\bottomrule
\end{tabular}
\begin{tabular}{lclc}
\textbf{Omnibus:}       & 130.431 & \textbf{  Durbin-Watson:     } &    0.001  \\
\textbf{Prob(Omnibus):} &   0.000 & \textbf{  Jarque-Bera (JB):  } &  110.269  \\
\textbf{Skew:}          &  -0.728 & \textbf{  Prob(JB):          } & 1.14e-24  \\
\textbf{Kurtosis:}      &   2.273 & \textbf{  Cond. No.          } &     1.00  \\
\bottomrule
\end{tabular}
%\caption{OLS Regression Results}
\end{center}

Notes: \newline
 [1] Standard Errors assume that the covariance matrix of the errors is correctly specified.",169.0585848946439,178.87409545260817,0.008318395603075783,0.008323810924676022,-1.322056302413075,0.45041265776352035,0.0,4.4527977387665134e-299,-1.3383798548351638,-1.305732749990986,0.4340784786184141,0.4667468369086266,nonrobust,1.0,998.0,202.60767896493059,0.06919570540927018,0.2719369298932755,0.7457997320701535,0.745545022382849
Stacked_Bar_Chart&find_extremum&reVLAT_VizChoices&Gemini,True,0.0,1.0,"\begin{center}
\begin{tabular}{lclc}
\toprule
\textbf{Dep. Variable:}    &        y         & \textbf{  R-squared:         } &     0.868   \\
\textbf{Model:}            &       OLS        & \textbf{  Adj. R-squared:    } &     0.868   \\
\textbf{Method:}           &  Least Squares   & \textbf{  F-statistic:       } &     6545.   \\
\textbf{Date:}             & Mon, 11 Mar 2024 & \textbf{  Prob (F-statistic):} &     0.00    \\
\textbf{Time:}             &     20:34:03     & \textbf{  Log-Likelihood:    } &    161.76   \\
\textbf{No. Observations:} &        1000      & \textbf{  AIC:               } &    -319.5   \\
\textbf{Df Residuals:}     &         998      & \textbf{  BIC:               } &    -309.7   \\
\textbf{Df Model:}         &           1      & \textbf{                     } &             \\
\textbf{Covariance Type:}  &    nonrobust     & \textbf{                     } &             \\
\bottomrule
\end{tabular}
\begin{tabular}{lcccccc}
               & \textbf{coef} & \textbf{std err} & \textbf{t} & \textbf{P$> |$t$|$} & \textbf{[0.025} & \textbf{0.975]}  \\
\midrule
\textbf{const} &      -0.4049  &        0.007     &   -62.145  &         0.000        &       -0.418    &       -0.392     \\
\textbf{x1}    &       0.5274  &        0.007     &    80.899  &         0.000        &        0.515    &        0.540     \\
\bottomrule
\end{tabular}
\begin{tabular}{lclc}
\textbf{Omnibus:}       & 47.839 & \textbf{  Durbin-Watson:     } &    0.071  \\
\textbf{Prob(Omnibus):} &  0.000 & \textbf{  Jarque-Bera (JB):  } &  151.428  \\
\textbf{Skew:}          &  0.072 & \textbf{  Prob(JB):          } & 1.31e-33  \\
\textbf{Kurtosis:}      &  4.901 & \textbf{  Cond. No.          } &     1.00  \\
\bottomrule
\end{tabular}
%\caption{OLS Regression Results}
\end{center}

Notes: \newline
 [1] Standard Errors assume that the covariance matrix of the errors is correctly specified.",-319.5278118985084,-309.7123013405441,0.006515449492493615,0.006519691086192155,-0.40490524435120034,0.5274371505690028,0.0,0.0,-0.4176907965681285,-0.39211969213427217,0.5146432748867821,0.5402310262512234,nonrobust,1.0,998.0,277.8280947981785,0.042451082089235107,0.32051478951274787,0.8676860166794784,0.8675534375378746
Stacked_Bar_Chart&find_extremum&reVLAT_NoVizChoices&Gemini,True,0.0,1.0,"\begin{center}
\begin{tabular}{lclc}
\toprule
\textbf{Dep. Variable:}    &        y         & \textbf{  R-squared:         } &     0.697   \\
\textbf{Model:}            &       OLS        & \textbf{  Adj. R-squared:    } &     0.696   \\
\textbf{Method:}           &  Least Squares   & \textbf{  F-statistic:       } &     2291.   \\
\textbf{Date:}             & Mon, 11 Mar 2024 & \textbf{  Prob (F-statistic):} & 1.14e-260   \\
\textbf{Time:}             &     20:34:03     & \textbf{  Log-Likelihood:    } &   -829.65   \\
\textbf{No. Observations:} &        1000      & \textbf{  AIC:               } &     1663.   \\
\textbf{Df Residuals:}     &         998      & \textbf{  BIC:               } &     1673.   \\
\textbf{Df Model:}         &           1      & \textbf{                     } &             \\
\textbf{Covariance Type:}  &    nonrobust     & \textbf{                     } &             \\
\bottomrule
\end{tabular}
\begin{tabular}{lcccccc}
               & \textbf{coef} & \textbf{std err} & \textbf{t} & \textbf{P$> |$t$|$} & \textbf{[0.025} & \textbf{0.975]}  \\
\midrule
\textbf{const} &      -0.9172  &        0.018     &   -52.231  &         0.000        &       -0.952    &       -0.883     \\
\textbf{x1}    &       0.8409  &        0.018     &    47.860  &         0.000        &        0.806    &        0.875     \\
\bottomrule
\end{tabular}
\begin{tabular}{lclc}
\textbf{Omnibus:}       & 136.771 & \textbf{  Durbin-Watson:     } &    0.004  \\
\textbf{Prob(Omnibus):} &   0.000 & \textbf{  Jarque-Bera (JB):  } &   94.329  \\
\textbf{Skew:}          &  -0.640 & \textbf{  Prob(JB):          } & 3.29e-21  \\
\textbf{Kurtosis:}      &   2.208 & \textbf{  Cond. No.          } &     1.00  \\
\bottomrule
\end{tabular}
%\caption{OLS Regression Results}
\end{center}

Notes: \newline
 [1] Standard Errors assume that the covariance matrix of the errors is correctly specified.",1663.3060918836165,1673.1216024415808,0.017559465575793957,0.01757089688511833,-0.9171510580618895,0.8409479610678088,9.557826456753511e-288,1.1424595447710452e-260,-0.9516087672773963,-0.8826933488463826,0.8064678196927951,0.8754281024428224,nonrobust,1.0,998.0,706.2735978532478,0.3083348313074915,1.0150067662643887,0.6965279463442762,0.6962238661301923
