colName,coefVal,meanCoefVal,cdf_hat,zeroCDF_hat,p-value_hat,meanCoefCDF_hat,LB_hat (<= 0.025),UB_hat (>= 0.975),normal?,failToReject
Line_Chart&reVLAT_VizChoices&Gemini,-0.1789864633773459,-0.21042974605613068,0.701,0.882,0.236,0.608,-0.4301419519643855,0.1665470767446623,False,True
retrieve_value&reVLAT_VizChoices&Gemini,0.36109904004835414,0.3990948037994674,0.459,0.0,0.0,0.603,0.1933017440046856,0.778285400882645,False,False
Line_Chart&retrieve_value&reVLAT_VizChoices&Gemini,0.15972059261300608,0.07837473771293942,0.622,0.289,0.578,0.441,-0.3538451225633148,0.4088992466308103,False,True
reVLAT_NoVizChoices&Gemini,0.1872239371986356,0.1191995868636051,0.5742572770267012,0.5,1.3017124345601169e-236,0.5474412605884552,0.11389438601001778,0.12450478771719248,True,False
Line_Chart&reVLAT_NoVizChoices&Gemini,0.08382937391599196,0.1671840859151804,0.247,0.093,0.186,0.506,-0.1262101057803473,0.4412711749670189,False,True
retrieve_value&reVLAT_NoVizChoices&Gemini,0.5011063608146274,0.4571755025643345,0.647,0.001,0.002,0.494,0.1739513141329908,0.7190293254752914,False,False
Line_Chart&retrieve_value&reVLAT_NoVizChoices&Gemini,-0.8547828850664047,-0.8243761005258488,0.422,1.0,0.0,0.495,-1.2092105941474816,-0.478215909253819,False,False
reVLAT_VizChoices,-0.47368720064033926,-0.5050736683715759,0.71,1.0,0.0,0.451,-0.6379137368928093,-0.3966914576180407,False,False
Line_Chart&reVLAT_VizChoices,0.36138156909592073,0.3615267193939044,0.366,0.021,0.042,0.367,0.0124311668851646,0.5733408800884248,False,False
retrieve_value&reVLAT_VizChoices,-0.2172920771536559,-0.24876959955805017,0.558,0.998,0.0040000000000000036,0.38,-0.5528723044892861,-0.0865308873008671,False,False
Line_Chart&retrieve_value&reVLAT_VizChoices,0.2704143264379808,0.32966000632560827,0.453,0.001,0.002,0.634,0.0890984490540914,0.6916287034527481,False,False
reVLAT_NoVizChoices,-0.38600494941743646,-0.3855465729057439,0.461,1.0,0.0,0.466,-0.5141166791536215,-0.2833111363342631,False,False
Line_Chart&reVLAT_NoVizChoices,-0.3592490666988335,-0.3349538702733328,0.399,0.999,0.0020000000000000018,0.523,-0.5662265915919606,-0.1052069265720196,False,False
retrieve_value&reVLAT_NoVizChoices,-0.416670539345798,-0.3737772566096526,0.325,1.0,0.0,0.51,-0.5830151981670125,-0.1656361497989793,False,False
Line_Chart&retrieve_value&reVLAT_NoVizChoices,0.9921982398818614,0.9253368575222065,0.7,0.0,0.0,0.502,0.6442751476700195,1.207280912017208,False,False
Line_Chart&find_extremum,0.42777190786223773,0.4006714226108456,0.364,0.173,0.346,0.319,-0.4026468879263875,0.8543510938147499,False,True
find_extremum,-0.6824680947835519,-0.8660089570957621,0.919,1.0,0.0,0.472,-1.1851770096061691,-0.6229101292370278,False,False
find_extremum&ChatGPT,-1.6473822069262671,-1.747346308183036,0.643,1.0,0.0,0.457,-2.257829247083476,-1.369371008385865,False,False
Line_Chart&find_extremum&ChatGPT,0.5236440253819761,0.2564990036871311,0.552,0.184,0.368,0.273,-1.243517848221522,1.0153017788076752,False,True
find_extremum&reVLAT_VizChoices&ChatGPT,-1.7744977159036632,-1.9732473346610022,0.686,1.0,0.0,0.451,-2.749510930002056,-1.484026371546879,False,False
Line_Chart&find_extremum&reVLAT_VizChoices&ChatGPT,0.08295122699729732,-0.27264041664985006,0.475,0.382,0.764,0.212,-3.190997319311265,0.8732710838888418,False,True
find_extremum&reVLAT_NoVizChoices&ChatGPT,0.12711550897754986,0.22590102647798002,0.5505753809188975,0.5,2.3413095632972894e-126,0.589360564085051,0.2099473447475101,0.2418547082084499,True,False
Line_Chart&find_extremum&reVLAT_NoVizChoices&ChatGPT,0.4406927983847343,0.5291394203369797,0.522,0.119,0.238,0.609,-0.6931065816361646,2.1991106693400844,False,True
find_extremum&Gemini,0.9649141121426945,0.8813373510873077,0.8327048608442322,0.5,0.0,0.8109312620781657,0.8702885393919626,0.8923861627826513,True,False
Line_Chart&find_extremum&Gemini,-0.09587211751974256,0.14417241892371865,0.245,0.416,0.832,0.652,-0.3405418220764469,0.9757886361755096,False,True
find_extremum&reVLAT_VizChoices&Gemini,1.2405561240422958,1.2637193360690047,0.465,0.0,0.0,0.521,0.8333788329858409,1.7678168384579824,False,False
Line_Chart&find_extremum&reVLAT_VizChoices&Gemini,-0.11047842915874358,0.13547214070769206,0.397,0.556,0.8879999999999999,0.691,-0.640750571026335,1.659275199097927,False,True
find_extremum&reVLAT_NoVizChoices&Gemini,-0.27564201189892856,-0.382381984981664,0.644,0.956,0.08800000000000008,0.479,-0.873310047706953,0.0427901946145097,False,True
Line_Chart&find_extremum&reVLAT_NoVizChoices&Gemini,0.014606311639068888,0.008700278216014396,0.47,0.455,0.91,0.462,-0.929933328410686,0.8736874456219271,False,True
find_extremum&reVLAT_VizChoices,-0.5339415918618985,-0.7095279985920407,0.768,1.0,0.0,0.457,-1.2344347729664344,-0.34494724802582,False,False
Line_Chart&find_extremum&reVLAT_VizChoices,-0.02752720216151454,-0.13716827594213657,0.411,0.448,0.896,0.282,-1.7202332057879288,0.6102772167401286,False,True
find_extremum&reVLAT_NoVizChoices,-0.14852650292114783,-0.15648095850373434,0.4409637944716633,0.5,7.938282952342926e-116,0.4378271309909394,-0.16818551652402952,-0.14477640048343948,True,False
Line_Chart&find_extremum&reVLAT_NoVizChoices,0.4552991100237111,0.5378396985529906,0.457,0.035,0.07,0.571,-0.1814877808776424,1.486672593703491,False,True
Line_Chart&determine_range,0.4494826422052881,0.4600269327452055,0.527,0.0,0.0,0.582,0.3061723348995557,0.6913363923241921,False,False
determine_range,0.023852477032396513,0.014356024770714562,0.502,0.316,0.632,0.422,-0.1610766252786392,0.1230316476237876,False,True
determine_range&ChatGPT,-0.3698706360300296,-0.39580059099933174,0.463,1.0,0.0,0.331,-0.7651346921423264,-0.2274316983340402,False,False
Line_Chart&determine_range&ChatGPT,0.623694613317078,0.7074039030184676,0.378,0.0,0.0,0.621,0.4703723712042933,1.1283369773223897,False,False
determine_range&reVLAT_VizChoices&ChatGPT,-0.2589010956811117,-0.1635728722062191,0.231,0.871,0.258,0.585,-0.365666973575674,0.1737731770593817,False,True
Line_Chart&determine_range&reVLAT_VizChoices&ChatGPT,-0.9042707149082395,-0.9321063528472031,0.642,1.0,0.0,0.575,-1.4095686211209515,-0.2857826915684557,False,False
determine_range&reVLAT_NoVizChoices&ChatGPT,-0.11096954034873568,-0.2322277187931066,0.715,0.956,0.08800000000000008,0.283,-0.9077055867637476,0.0401169116275366,False,True
Line_Chart&determine_range&reVLAT_NoVizChoices&ChatGPT,1.527965328225817,1.6395102558656913,0.358,0.0,0.0,0.588,1.175937465730864,2.376345744237947,False,False
determine_range&Gemini,0.3937231130622713,0.4101566157700187,0.491,0.0,0.0,0.568,0.2799718701621979,0.6253788992669848,False,False
Line_Chart&determine_range&Gemini,-0.1742119711120027,-0.24737697027324818,0.726,0.994,0.01200000000000001,0.47,-0.4877136088766481,-0.0506309373638579,False,False
determine_range&reVLAT_VizChoices&Gemini,0.1645022753177449,0.1497735636288928,0.541,0.075,0.15,0.477,-0.0677881735868868,0.3424988308166208,False,True
Line_Chart&determine_range&reVLAT_VizChoices&Gemini,0.6864732427301112,0.656931933284607,0.55,0.001,0.002,0.472,0.2347278071954902,0.9987073227604562,False,False
determine_range&reVLAT_NoVizChoices&Gemini,0.2292208377445945,0.26038305214111235,0.51,0.003,0.006,0.629,0.0636597336115245,0.6136100736504425,False,False
Line_Chart&determine_range&reVLAT_NoVizChoices&Gemini,-0.8606852138419998,-0.9043089035578739,0.556,1.0,0.0,0.455,-1.354957890303479,-0.5768899265119144,False,False
determine_range&reVLAT_VizChoices,-0.09439882036346484,-0.013799308577321794,0.165,0.619,0.762,0.558,-0.1625443598324632,0.1971815376966044,False,True
Line_Chart&determine_range&reVLAT_VizChoices,-0.2177974721785203,-0.27517441956259703,0.703,0.945,0.1100000000000001,0.544,-0.5471674832528277,0.0693850858147871,False,True
determine_range&reVLAT_NoVizChoices,0.11825129739589708,0.02815533334799696,0.821,0.239,0.478,0.369,-0.3205095146115623,0.2086343666150917,False,True
Line_Chart&determine_range&reVLAT_NoVizChoices,0.6672801143833907,0.7352013523077954,0.342,0.0,0.0,0.575,0.4799664676623738,1.115972059107225,False,False
Line_Chart&find_correlations_trends,-1.838540388172865,-1.779702780869431,0.364,1.0,0.0,0.483,-2.1751703839831618,-1.4132734851891895,False,False
find_correlations_trends,1.0637689636347634,1.0677399678886312,0.526,0.0,0.0,0.537,0.7402871965437119,1.4063700492199538,False,False
find_correlations_trends&ChatGPT,0.812700036448011,0.9509866997564645,0.272,0.001,0.002,0.56,0.6336224241995088,1.4423734304975986,False,False
Line_Chart&find_correlations_trends&ChatGPT,-2.7398287176158957,-2.6839875010393524,0.424,1.0,0.0,0.483,-3.365764273204394,-2.089213290702987,False,False
find_correlations_trends&reVLAT_VizChoices&ChatGPT,1.275297651141682,1.0059604711410852,0.875,0.001,0.002,0.457,0.2987829740976928,1.487018051387167,False,False
Line_Chart&find_correlations_trends&reVLAT_VizChoices&ChatGPT,1.4831165084063687,1.7137158291721175,0.223,0.0,0.0,0.586,1.2160135709437778,2.447965330891844,False,False
find_correlations_trends&reVLAT_NoVizChoices&ChatGPT,-0.46259761469356914,-0.054973771384624975,0.071,0.668,0.6639999999999999,0.612,-0.6332391015088343,0.9236741411469408,False,True
Line_Chart&find_correlations_trends&reVLAT_NoVizChoices&ChatGPT,-4.22294522602197,-4.397703330211457,0.629,1.0,0.0,0.476,-5.425763024077496,-3.655169928024187,False,False
find_correlations_trends&Gemini,0.25106892718653373,0.11675326813218403,0.798,0.207,0.414,0.432,-0.3419575610173843,0.4231760796334713,False,True
Line_Chart&find_correlations_trends&Gemini,0.9012883294429479,0.9042847201699045,0.51,0.0,0.0,0.514,0.4752532554470031,1.3664007979803818,False,False
find_correlations_trends&reVLAT_VizChoices&Gemini,0.3933219984685284,0.48492867746371404,0.337,0.024,0.048,0.553,0.0049955947303737,1.054779062017902,False,False
Line_Chart&find_correlations_trends&reVLAT_VizChoices&Gemini,-0.89540932765164,-0.9602147444157925,0.587,0.999,0.0020000000000000018,0.472,-1.5882514967068546,-0.510305000956866,False,False
find_correlations_trends&reVLAT_NoVizChoices&Gemini,-0.1422530712819777,-0.36817540933152293,0.883,0.968,0.06400000000000006,0.346,-1.3102368545058365,0.027613586562368,False,True
Line_Chart&find_correlations_trends&reVLAT_NoVizChoices&Gemini,1.7966976570945767,1.864499464585671,0.459,0.0,0.0,0.538,1.17196910515973,2.8186881462755355,False,False
find_correlations_trends&reVLAT_VizChoices,1.6686196496099708,1.4908891486047928,0.841,0.0,0.0,0.513,1.1003880694609474,1.8711766145530373,False,False
Line_Chart&find_correlations_trends&reVLAT_VizChoices,0.587707180754731,0.7535010847563182,0.18,0.0,0.0,0.558,0.4016685014403711,1.2162926151968343,False,False
find_correlations_trends&reVLAT_NoVizChoices,-0.6048506859755117,-0.42314918071615626,0.138,0.945,0.1100000000000001,0.532,-0.909217151488936,0.1052357805666644,False,True
Line_Chart&find_correlations_trends&reVLAT_NoVizChoices,-2.4262475689277023,-2.533203865625754,0.664,1.0,0.0,0.485,-3.1182007261475797,-2.02077872247577,False,False
Line_Chart&make_comparisons,-0.2991942258172508,-0.3094195892138603,0.601,0.99,0.020000000000000018,0.558,-0.4857497386159308,-0.0625337962821158,False,False
make_comparisons,0.6863010751260264,0.6987340512172957,0.7537375686777715,0.5,0.0,0.75764006257109,0.6938719126722248,0.7035961897623653,True,False
make_comparisons&ChatGPT,0.34217699795691153,0.3446385691792016,0.467,0.0,0.0,0.476,0.1094778223280011,0.5397363851575967,False,False
Line_Chart&make_comparisons&ChatGPT,-0.2678951879983838,-0.2110951230654555,0.43,0.875,0.25,0.59,-0.4986501775874176,0.2414753932443088,False,True
make_comparisons&reVLAT_VizChoices&ChatGPT,-0.5485045113214584,-0.5181645781594582,0.371,1.0,0.0,0.448,-0.8760998034353161,-0.2526050413666952,False,False
Line_Chart&make_comparisons&reVLAT_VizChoices&ChatGPT,-0.2321227218471148,-0.1882978628376973,0.531,0.795,0.4099999999999999,0.6,-0.6400236109213959,0.5561525720409105,False,True
make_comparisons&reVLAT_NoVizChoices&ChatGPT,0.8906815092785879,0.8628031473386527,0.594,0.0,0.0,0.512,0.4948134626710865,1.1855105170085374,False,False
Line_Chart&make_comparisons&reVLAT_NoVizChoices&ChatGPT,-0.0357724661511582,-0.022797260227764113,0.471,0.527,0.946,0.486,-0.5223781529287739,0.4495027599204504,False,True
make_comparisons&Gemini,0.3441240771689848,0.3540954820380982,0.6346231419798342,0.5,0.0,0.6383659545516469,0.34657174199395374,0.3616192220822418,True,False
Line_Chart&make_comparisons&Gemini,-0.03129903781895368,-0.09832446614840151,0.657,0.741,0.518,0.479,-0.4177270614116031,0.1772740655023137,False,True
make_comparisons&reVLAT_VizChoices&Gemini,0.8297437446689152,0.8909537088747481,0.459,0.0,0.0,0.559,0.6004365570229805,1.3143450758156994,False,False
Line_Chart&make_comparisons&reVLAT_VizChoices&Gemini,-0.019292541909707694,-0.12099381334558428,0.618,0.654,0.692,0.47,-0.6683511833158148,0.2739851542282603,False,True
make_comparisons&reVLAT_NoVizChoices&Gemini,-0.48561966749977414,-0.5368582268366402,0.569,0.999,0.0020000000000000018,0.45,-0.9331055952800318,-0.2576326205764277,False,False
Line_Chart&make_comparisons&reVLAT_NoVizChoices&Gemini,-0.012006495909280672,0.022669347197176577,0.465,0.491,0.982,0.533,-0.4031882370206271,0.5152184368739734,False,True
make_comparisons&reVLAT_VizChoices,0.2812392333475592,0.3727891307153154,0.211,0.001,0.002,0.526,0.1832027255409117,0.6022014317015488,False,False
Line_Chart&make_comparisons&reVLAT_VizChoices,-0.2514152637569778,-0.3092916761832769,0.68,0.936,0.1279999999999999,0.554,-0.6336531243694178,0.0954184514772639,False,True
make_comparisons&reVLAT_NoVizChoices,0.4050618417785856,0.3259449205020241,0.761,0.014,0.028,0.448,0.0470473809810968,0.5124622315143744,False,False
Line_Chart&make_comparisons&reVLAT_NoVizChoices,-0.047778962060430356,-0.00012791303058635987,0.37,0.516,0.968,0.516,-0.3018868982523636,0.3417190263061369,False,True
Bar_Chart&retrieve_value,1.5209433247899786,1.5928047735846558,0.407,0.0,0.0,0.569,1.321176033926348,2.003322424260929,False,False
Bar_Chart,-0.12987843074680597,-0.18142691430508956,0.442,0.968,0.06400000000000006,0.388,-0.4704953231337611,0.0031827356479769,False,True
Bar_Chart&ChatGPT,-0.3676943838176864,-0.30633826991612984,0.212,0.991,0.018000000000000016,0.542,-0.4566614435956261,-0.1122492066301744,False,False
Bar_Chart&retrieve_value&ChatGPT,1.820927646614931,1.7684233242763592,0.637,0.0,0.0,0.514,1.4533608545456915,2.1435333474572125,False,False
Bar_Chart&reVLAT_VizChoices&ChatGPT,-0.13741073792372033,-0.05956120875710749,0.222,0.745,0.51,0.513,-0.2328626609626473,0.1445064836305907,False,True
Bar_Chart&retrieve_value&reVLAT_VizChoices&ChatGPT,0.5192952061521275,0.6114361204430937,0.333,0.0,0.0,0.601,0.3319863353731501,1.1509429590077722,False,False
Bar_Chart&reVLAT_NoVizChoices&ChatGPT,-0.2302836458941873,-0.2467770611590222,0.614,0.973,0.05400000000000005,0.546,-0.4355142867337321,0.0058555166028304,False,True
Bar_Chart&retrieve_value&reVLAT_NoVizChoices&ChatGPT,1.3016324404624402,1.1569872038332405,0.9034774479761558,0.5,0.0,0.8763598050993384,1.1433142202509328,1.1706601874155464,True,False
Bar_Chart&Gemini,0.23781595307099715,0.12491135561105984,0.637,0.314,0.628,0.404,-0.206373227587433,0.3822105783952494,False,True
Bar_Chart&retrieve_value&Gemini,-0.2999843218255774,-0.17561855069167023,0.301,0.777,0.44599999999999995,0.56,-0.4905160188468187,0.1631160827252,False,True
Bar_Chart&reVLAT_VizChoices&Gemini,0.06573653678881086,-0.18306238782340936,0.758,0.591,0.8180000000000001,0.366,-0.7665538439488522,0.2607297352654676,False,True
Bar_Chart&retrieve_value&reVLAT_VizChoices&Gemini,0.28890060186895117,0.435041458222054,0.426,0.065,0.13,0.601,-0.1089863985203284,1.0515615610825948,False,True
Bar_Chart&reVLAT_NoVizChoices&Gemini,0.17207941628218004,0.30797374343446365,0.23,0.046,0.092,0.525,-0.3470743700374003,0.699752598021369,False,True
Bar_Chart&retrieve_value&reVLAT_NoVizChoices&Gemini,-0.5888849236944924,-0.6106600089137213,0.543,0.974,0.052000000000000046,0.506,-1.1171680963713662,0.0154818076216475,False,True
Bar_Chart&reVLAT_VizChoices,-0.07167420113492383,-0.242623596580512,0.599,0.865,0.27,0.357,-0.7465120121995072,0.1264454859666571,False,True
Bar_Chart&retrieve_value&reVLAT_VizChoices,0.80819580802096,1.0464775786651501,0.246,0.0,0.0,0.601,0.6556156469122704,1.6333150819265412,False,False
Bar_Chart&reVLAT_NoVizChoices,-0.05820422961191304,0.061196682275435836,0.217,0.418,0.836,0.569,-0.3527932105143705,0.3629376132168627,False,True
Bar_Chart&retrieve_value&reVLAT_NoVizChoices,0.7127475167681558,0.5463271949195388,0.826,0.0,0.0,0.502,0.2043648761665884,0.9319418865048849,False,False
Bar_Chart&find_extremum,-2.4036115223740877,-2.6812984711289483,0.505,1.0,0.0,0.391,-3.914724030096407,-2.0010731230467527,False,False
Bar_Chart&find_extremum&ChatGPT,-2.978708383817563,-2.8245865579946456,0.324,1.0,0.0,0.501,-3.484614897213744,-2.073727734607,False,False
Bar_Chart&find_extremum&reVLAT_VizChoices&ChatGPT,-0.8066747560968479,-0.7388169112889678,0.343,1.0,0.0,0.458,-1.1906815025752355,-0.4752551001523395,False,False
Bar_Chart&find_extremum&reVLAT_NoVizChoices&ChatGPT,-2.172033627719997,-2.085769646705666,0.396,1.0,0.0,0.511,-2.689661813434856,-1.2332099664770242,False,False
Bar_Chart&find_extremum&Gemini,0.575096861443274,0.14328808686569697,0.624,0.387,0.774,0.391,-1.0082002304722235,1.0393556362120908,False,True
Bar_Chart&find_extremum&reVLAT_VizChoices&Gemini,-0.3434163444135207,-1.0427160580071837,0.564,0.868,0.264,0.363,-3.1112756217434265,0.3601523958907719,False,True
Bar_Chart&find_extremum&reVLAT_NoVizChoices&Gemini,0.918513205856848,1.1860041448728789,0.396,0.038,0.076,0.575,-1.2663538425431609,2.613610184483768,False,True
Bar_Chart&find_extremum&reVLAT_VizChoices,-1.1500911005110457,-1.7815329692961215,0.531,0.989,0.02200000000000002,0.357,-3.7324558493275024,-0.668346127803927,False,False
Bar_Chart&find_extremum&reVLAT_NoVizChoices,-1.2535204218636316,-0.8997655018328065,0.29,0.927,0.1459999999999999,0.619,-2.375069018821591,0.117791318790904,False,True
Bar_Chart&determine_range,1.0229457218154419,1.1145171887149834,0.358,0.0,0.0,0.577,0.8957804472230583,1.4561377978173504,False,False
Bar_Chart&determine_range&ChatGPT,0.5555559510298432,0.5471740352266005,0.591,0.0,0.0,0.565,0.3065737420261987,0.9101783151423734,False,False
Bar_Chart&determine_range&reVLAT_VizChoices&ChatGPT,-0.16054478660251317,-0.24163493797857252,0.681,0.968,0.06400000000000006,0.437,-0.578061064991526,0.0142722475389149,False,True
Bar_Chart&determine_range&reVLAT_NoVizChoices&ChatGPT,0.7161007376321901,0.7888089732051722,0.428,0.0,0.0,0.597,0.4466705638108497,1.4145794760399166,False,False
Bar_Chart&determine_range&Gemini,0.46738977078567706,0.5673431534883803,0.32,0.0,0.0,0.592,0.2847883619985422,0.9072894589847086,False,False
Bar_Chart&determine_range&reVLAT_VizChoices&Gemini,0.7038036455975786,0.904753460364631,0.327,0.0,0.0,0.609,0.4739552373620105,1.47871916119591,False,False
Bar_Chart&determine_range&reVLAT_NoVizChoices&Gemini,-0.2364138748120403,-0.3374103068762456,0.669,0.95,0.10000000000000009,0.479,-0.8142083811998925,0.2478614993779233,False,True
Bar_Chart&determine_range&reVLAT_VizChoices,0.5432588589951536,0.6631185223860574,0.446,0.0,0.0,0.632,0.2811565335506226,1.1739238086916208,False,False
Bar_Chart&determine_range&reVLAT_NoVizChoices,0.47968686282009276,0.45139866632892434,0.554,0.0,0.0,0.483,0.1285145514587074,0.8994550534250638,False,False
Bar_Chart&make_comparisons,-0.27015595497744355,-0.20745040547581986,0.451,0.879,0.242,0.57,-0.4448265898063926,0.1169746607384052,False,True
Bar_Chart&make_comparisons&ChatGPT,0.23453040235492376,0.20265092857555556,0.614,0.052,0.104,0.504,-0.0657018853954101,0.4566514647227091,False,True
Bar_Chart&make_comparisons&reVLAT_VizChoices&ChatGPT,0.3105135986235405,0.30945452006734187,0.528,0.028,0.056,0.527,-0.009720593622824,0.6758075392137392,False,True
Bar_Chart&make_comparisons&reVLAT_NoVizChoices&ChatGPT,-0.07598319626863836,-0.10680359149178303,0.561,0.744,0.512,0.495,-0.4625975234692956,0.2204219812415839,False,True
Bar_Chart&make_comparisons&Gemini,-0.5046863573325262,-0.410101334051375,0.379,0.964,0.07200000000000006,0.531,-0.7744332079926086,0.0512066654868988,False,True
Bar_Chart&make_comparisons&reVLAT_VizChoices&Gemini,-0.5835513662644465,-0.4801412484029314,0.451,0.866,0.268,0.568,-1.1400791612356882,0.2317032481238494,False,True
Bar_Chart&make_comparisons&reVLAT_NoVizChoices&Gemini,0.07886500893201216,0.0700399143515533,0.521,0.404,0.808,0.508,-0.4279817181410267,0.7851543536623928,False,True
Bar_Chart&make_comparisons&reVLAT_VizChoices,-0.27303776764071996,-0.17068672833559365,0.473,0.679,0.6419999999999999,0.604,-0.6273709508288139,0.3993482400049873,False,True
Bar_Chart&make_comparisons&reVLAT_NoVizChoices,0.002881812663355949,-0.03676367714022959,0.574,0.567,0.8660000000000001,0.494,-0.4140041492517379,0.4232393672473086,False,True
Stacked_Bar_Chart&retrieve_value,0.5057767931491418,0.49982040263170313,0.631,0.0,0.0,0.6,0.3469973841731389,0.7716305659195883,False,False
Stacked_Bar_Chart,0.46016199424004745,0.48344520634252924,0.322,0.0,0.0,0.428,0.2402462602526416,0.6585524244049433,False,False
Stacked_Bar_Chart&ChatGPT,1.1162731216943598,1.1990897476639462,0.274,0.0,0.0,0.564,0.9875910498229128,1.506741560925424,False,False
Stacked_Bar_Chart&retrieve_value&ChatGPT,0.3357916279739555,0.266550114448976,0.6314856385949952,0.5,0.0,0.6050919350044213,0.25834990883628706,0.27475032006166455,True,False
Stacked_Bar_Chart&reVLAT_VizChoices&ChatGPT,0.3702350089987793,0.4747162566767525,0.209,0.0,0.0,0.505,0.1476992806236816,0.7676526604664021,False,False
Stacked_Bar_Chart&retrieve_value&reVLAT_VizChoices&ChatGPT,-0.5054902169345051,-0.44218065448875177,0.431,0.968,0.06400000000000006,0.59,-0.777278565416761,0.0252495019530358,False,True
Stacked_Bar_Chart&reVLAT_NoVizChoices&ChatGPT,0.7460381126958572,0.7243734909872068,0.702,0.0,0.0,0.644,0.467564842428883,1.236281092997621,False,False
Stacked_Bar_Chart&retrieve_value&reVLAT_NoVizChoices&ChatGPT,0.8412818449084555,0.7087307689377136,0.716,0.004,0.008,0.427,0.1938103662750841,1.0983680751510054,False,False
Stacked_Bar_Chart&Gemini,-0.6561111274542044,-0.715644541321392,0.522,1.0,0.0,0.306,-1.2005937069889705,-0.497153691533613,False,False
Stacked_Bar_Chart&retrieve_value&Gemini,0.16998516517495105,0.2332702881827198,0.435,0.035,0.07,0.677,-0.0098580326714855,0.7099734427833047,False,True
Stacked_Bar_Chart&reVLAT_VizChoices&Gemini,-0.02405488910397301,-0.04813094068574604,0.681,0.734,0.532,0.621,-0.3263207597543245,0.4705323099350676,False,True
Stacked_Bar_Chart&retrieve_value&reVLAT_VizChoices&Gemini,0.3728646801828464,0.289784460133847,0.596,0.116,0.232,0.427,-0.2493780552581255,0.648158079547572,False,True
Stacked_Bar_Chart&reVLAT_NoVizChoices&Gemini,-0.632056238350279,-0.6675136006356518,0.317,1.0,0.0,0.249,-1.5680141184551704,-0.3172481523819009,False,False
Stacked_Bar_Chart&retrieve_value&reVLAT_NoVizChoices&Gemini,-0.20287951500772014,-0.05651417195110829,0.382,0.78,0.43999999999999995,0.71,-0.4874050472257793,0.8320168407095724,False,True
Stacked_Bar_Chart&reVLAT_VizChoices,0.34618011989470415,0.4265853159910138,0.267,0.002,0.004,0.578,0.2398471420387634,0.6989362906333735,False,False
