colName,betaDiff?,zeroCDF_hat,2-side p-value_hat,2-side LB_hat (<= 0.025),2-side UB_hat (>= 0.975),2-side failToReject,1-side p-value_hat,1-side LB_hat (<= 0.05),1-side failToReject
ChatGPT&Stacked_Bar_Chart&retrieve_value,True,0.999991326804811,1.734639037809238e-05,-0.23517998757673314,-0.08907230803282631,False,0.999991326804811,-0.22345480291017278,True
Gemini&Stacked_Bar_Chart&retrieve_value,True,0.9118108178581891,0.17637836428362186,-0.1332133705486947,0.024375731491808314,True,0.9118108178581891,-0.12050528826103273,True
ChatGPT&Stacked_Bar_Chart&find_extremum,True,0.9999995070972358,9.858055283196165e-07,-0.3997647561759983,-0.17757982069639866,False,0.9999995070972358,-0.38263458609354223,True
Gemini&Stacked_Bar_Chart&find_extremum,False,0.082,0.164,-0.0157790257596643,0.0795682045303435,True,0.082,-0.0068280591454196946,True
ChatGPT&Stacked_Bar_Chart&make_comparisons,True,0.000622271402594837,0.001244542805189674,0.05098188336626556,0.20634218872800308,False,0.000622271402594837,0.06350240043488861,False
Gemini&Stacked_Bar_Chart&make_comparisons,True,3.4913336125846604e-22,6.982667225169321e-22,0.340023946089466,0.4991152849734563,False,3.4913336125846604e-22,0.353345029769653,False
ChatGPT&OneHundred_Stacked_Bar_Chart&retrieve_value,False,0.016,0.032,2.8441929453651912e-08,5.118890718581831e-06,False,0.016,6.329970623911977e-08,False
Gemini&OneHundred_Stacked_Bar_Chart&retrieve_value,True,2.597592408287021e-25,5.195184816574042e-25,0.5397446848419624,0.7343053546370908,False,2.597592408287021e-25,0.5573316050277325,False
ChatGPT&OneHundred_Stacked_Bar_Chart&find_extremum,False,0.87,0.26,-4.420405836801425e-06,9.514427688577795e-07,True,0.87,-3.0365288386100643e-06,True
Gemini&OneHundred_Stacked_Bar_Chart&find_extremum,False,0.0,0.0,0.10828785111249789,0.26067268836503277,False,0.0,0.1211887058659677,False
ChatGPT&OneHundred_Stacked_Bar_Chart&make_comparisons,True,0.11740703373406026,0.23481406746812053,-0.0331273188740288,0.13310333560088133,True,0.11740703373406026,-0.019483422424604338,True
Gemini&OneHundred_Stacked_Bar_Chart&make_comparisons,False,0.0,0.0,0.03970008661223723,0.17138828101773385,False,0.0,0.050427634624599205,False
ChatGPT&Pie_Chart&retrieve_value,False,0.999,0.0020000000000000018,-3.95262914451894e-06,-5.427739907928408e-08,False,0.999,-2.822028478492413e-06,True
Gemini&Pie_Chart&retrieve_value,False,0.0,0.0,0.2075861739061694,0.406557461753234,False,0.0,0.2213626727686479,False
ChatGPT&Pie_Chart&find_extremum,False,1.0,0.0,-0.992357265318005,-0.9321679688380677,False,1.0,-0.9915860758182773,True
Gemini&Pie_Chart&find_extremum,True,1.0000000000000318,-6.350475700855895e-14,-0.695938473449728,-0.4930155572767136,False,1.0000000000000318,-0.6814822508476441,True
ChatGPT&Pie_Chart&make_comparisons,False,0.927,0.1459999999999999,-1.2139906339032832e-05,3.474658854331198e-07,True,0.927,-9.419744252404503e-06,True
Gemini&Pie_Chart&make_comparisons,False,0.0,0.0,0.325946150278949,0.5140356146269136,False,0.0,0.34451494714962094,False
ChatGPT&Histogram&retrieve_value,True,0.0996675741563682,0.1993351483127364,-0.04207154027441667,0.200340957108861,True,0.0996675741563682,-0.02247751489701709,True
Gemini&Histogram&retrieve_value,True,0.9401263376283686,0.11974732474326277,-0.1865914769190502,0.02163106995458272,True,0.9401263376283686,-0.16984082565986267,True
ChatGPT&Histogram&find_extremum,False,0.013,0.026,0.0082419223960049,0.0962107242156577,False,0.013,0.015238635597726098,False
Gemini&Histogram&find_extremum,True,0.8185771104696632,0.3628457790606736,-0.13122109088565123,0.04844958870814146,True,0.8185771104696632,-0.11648542454040742,True
ChatGPT&Histogram&make_comparisons,True,2.782215628870414e-19,5.564431257740828e-19,0.44111628783494733,0.6459627193920628,False,2.782215628870414e-19,0.45903299036796463,False
Gemini&Histogram&make_comparisons,False,0.94,0.1200000000000001,-0.04342653432413486,5.832152740629978e-07,True,0.94,-0.03738092536030576,True
ChatGPT&Scatterplot&retrieve_value,True,0.9947193128613879,0.010561374277224145,-0.2628061308206294,-0.03515716881386328,False,0.9947193128613879,-0.24471592173337767,True
Gemini&Scatterplot&retrieve_value,True,0.07571870968366791,0.15143741936733582,-0.033259906789143735,0.21274425791121973,True,0.07571870968366791,-0.013319605130272182,True
ChatGPT&Scatterplot&find_extremum,False,1.0,0.0,-0.19469010113816243,-0.056023533619306454,False,1.0,-0.1846716212503159,True
Gemini&Scatterplot&find_extremum,False,0.0,0.0,0.1367569348511054,0.28241328784172703,False,0.0,0.14721374585161495,False
ChatGPT&Scatterplot&determine_range,True,0.22923444099934454,0.45846888199868907,-0.05824933730515106,0.12596645523276753,True,0.22923444099934454,-0.042973463157614855,True
Gemini&Scatterplot&determine_range,True,8.863228918849979e-07,1.7726457837699959e-06,0.18413728657137315,0.42718568473718976,False,8.863228918849979e-07,0.20444142819672254,False
ChatGPT&Scatterplot&find_anomalies,False,0.95,0.10000000000000009,-0.05690078889044098,2.6801776444050736e-06,True,0.95,-0.05121660539505546,True
Gemini&Scatterplot&find_anomalies,False,0.991,0.018000000000000016,-1.4182814275909016e-05,-5.420369290472502e-08,False,0.991,-9.815695253452986e-06,True
ChatGPT&Scatterplot&find_clusters,True,1.0000000000000417,-8.348877145181177e-14,-0.6300760329975563,-0.4335219997915111,False,1.0000000000000417,-0.6154702767472643,True
Gemini&Scatterplot&find_clusters,True,1.7865578766337063e-11,3.573115753267413e-11,0.2836661449998222,0.497777816748909,False,1.7865578766337063e-11,0.3016681182817621,False
ChatGPT&Scatterplot&find_correlations_trends,False,0.042,0.084,-5.439395099671174e-06,0.059421382814136,True,0.042,0.007175586496811603,False
Gemini&Scatterplot&find_correlations_trends,False,0.937,0.1259999999999999,-0.05605436020901917,5.860060041390329e-06,True,0.937,-0.0518754540458282,True
ChatGPT&Scatterplot&make_comparisons,False,0.002,0.004,2.2818376421707143e-07,9.67920314431936e-06,False,0.002,3.4502670864799967e-07,False
Gemini&Scatterplot&make_comparisons,False,0.0,0.0,0.19346883788686353,0.34900289413173957,False,0.0,0.2000316281970108,False
Bubble_Chart&ChatGPT&retrieve_value,False,0.125,0.25,-6.448454395398951e-06,0.041690062763421236,True,0.125,-3.445356529897709e-06,True
Bubble_Chart&Gemini&retrieve_value,False,0.006,0.012,0.01801322401510931,0.1698746830812226,False,0.006,0.02608771787443749,False
Bubble_Chart&ChatGPT&find_extremum,False,0.994,0.01200000000000001,-0.05548799908862025,-5.340302821079871e-07,False,0.994,-0.0495125383044932,True
Bubble_Chart&Gemini&find_extremum,False,0.08,0.16,-0.019660730973892607,0.11933187112723961,True,0.08,-0.007373872214529703,True
Bubble_Chart&ChatGPT&determine_range,False,0.0,0.0,0.1565417627325126,0.3105585556979333,False,0.0,0.1679357336400185,False
Bubble_Chart&Gemini&determine_range,True,0.500799065204689,0.998401869590622,-0.10989667923459655,0.10989996848839549,True,0.500799065204689,-0.09223463475961068,True
Bubble_Chart&ChatGPT&find_anomalies,True,1.0129103499840853e-07,2.0258206999681706e-07,0.20648374593449134,0.43882150750591875,False,1.0129103499840853e-07,0.22603131971723484,False
Bubble_Chart&Gemini&find_anomalies,False,1.0,0.0,-0.2794370023474658,-0.1065200648332606,False,1.0,-0.2612207870025574,True
Bubble_Chart&ChatGPT&find_clusters,True,0.9999969765727962,6.046854407637525e-06,-0.4214573199852322,-0.172507988993638,False,0.9999969765727962,-0.40258130318616003,True
Bubble_Chart&Gemini&find_clusters,True,0.06291901331462704,0.12583802662925408,-0.028234819344687096,0.22723566215213514,True,0.06291901331462704,-0.007509542626530634,True
Bubble_Chart&ChatGPT&find_correlations_trends,True,1.0000000000881883,-1.7637669103010012e-10,-0.1283480602567798,-0.034802272048497916,False,1.0000000000881883,-0.11812449438097167,True
Bubble_Chart&Gemini&find_correlations_trends,False,0.014,0.028,0.00784939439059773,0.06834032152347802,False,0.014,0.008457564231309611,False
Bubble_Chart&ChatGPT&make_comparisons,False,0.995,0.010000000000000009,-0.059777774807549464,-8.579726559740933e-07,False,0.995,-0.05217544360706106,True
Bubble_Chart&Gemini&make_comparisons,True,1.0000000000000326,-6.52811138479592e-14,-0.7165599182146354,-0.5225352458011852,False,1.0000000000000326,-0.7028018595907494,True
Area_Chart&ChatGPT&retrieve_value,True,0.40149323072978627,0.8029864614595725,-0.09773320825786719,0.1261531106291944,True,0.40149323072978627,-0.0797107573518377,True
Area_Chart&Gemini&retrieve_value,True,0.7043676089954919,0.5912647820090162,-0.11522550968329326,0.0657871968309864,True,0.7043676089954919,-0.10033071200804565,True
Area_Chart&ChatGPT&find_extremum,True,0.34388076436446163,0.6877615287289233,-0.10188513818136558,0.15413611014490225,True,0.34388076436446163,-0.0813610180012701,True
Area_Chart&Gemini&find_extremum,True,1.2082884668633097e-08,2.4165769337266194e-08,0.23507103562358805,0.4714246642241965,False,1.2082884668633097e-08,0.2550559263787196,False
Area_Chart&ChatGPT&determine_range,True,0.8080632820767513,0.38387343584649747,-0.1588093718055971,0.06102429678949377,True,0.8080632820767513,-0.1410845112560421,True
Area_Chart&Gemini&determine_range,True,0.9216775610255745,0.15664487794885096,-0.16096126570567543,0.025901869074099783,True,0.9216775610255745,-0.1455166451937442,True
Area_Chart&ChatGPT&find_correlations_trends,False,0.001,0.002,8.251650029933444e-09,7.160167309505638e-06,False,0.001,2.0657735189111293e-08,False
Area_Chart&Gemini&find_correlations_trends,False,0.0,0.0,0.2380821395893875,0.40904183458638277,False,0.0,0.2523177438522376,False
ChatGPT&Stacked_Area_Chart&retrieve_value,True,0.09133604198440493,0.18267208396880985,-0.024466558497541736,0.12775835388761422,True,0.09133604198440493,-0.012169235850863309,True
Gemini&Stacked_Area_Chart&retrieve_value,True,0.27226810226091425,0.5445362045218285,-0.05774563549381374,0.10953953949855252,True,0.27226810226091425,-0.044318977564393666,True
ChatGPT&Stacked_Area_Chart&find_extremum,False,0.992,0.016000000000000014,-7.231318644736495e-06,-9.78315251729225e-08,False,0.992,-6.062781764493081e-06,True
Gemini&Stacked_Area_Chart&find_extremum,False,0.911,0.17799999999999994,-0.06356264140513367,0.008337829090810798,True,0.911,-0.05603406494489101,True
ChatGPT&Stacked_Area_Chart&find_correlations_trends,False,0.193,0.386,-4.782983114147491e-06,1.441704560902141e-05,True,0.193,-2.7925601408119336e-06,True
Gemini&Stacked_Area_Chart&find_correlations_trends,True,1.0751598384157227e-18,2.1503196768314455e-18,0.4407512259831925,0.6535113401744855,False,1.0751598384157227e-18,0.45946086115111817,False
ChatGPT&Stacked_Area_Chart&make_comparisons,True,1.0000000000377487,-7.54973861205599e-11,-0.2736304850771555,-0.1540879117422331,False,1.0000000000377487,-0.2635539239849843,True
Gemini&Stacked_Area_Chart&make_comparisons,False,0.0,0.0,0.2309117784793966,0.3441088374465331,False,0.0,0.23728944229024562,False
ChatGPT&Choropleth_Map&retrieve_value,False,0.952,0.09600000000000009,-3.3583066055799264e-06,5.1109166338215205e-08,True,0.952,-2.5483901392905297e-06,True
Choropleth_Map&Gemini&retrieve_value,False,1.0,0.0,-0.13711856248903867,-0.038920606009276264,False,1.0,-0.1261241342701063,True
ChatGPT&Choropleth_Map&find_extremum,False,0.315,0.63,-0.047351980185448506,0.08731283130211842,True,0.315,-0.03726109312330339,True
Choropleth_Map&Gemini&find_extremum,True,9.811427368519944e-05,0.00019622854737039888,0.11550050840227524,0.3610185054966871,False,9.811427368519944e-05,0.13594279311936786,False
ChatGPT&Choropleth_Map&make_comparisons,True,0.00253674624759947,0.00507349249519894,0.05097183660046988,0.28260617897216866,False,0.00253674624759947,0.0699275411292808,False
Choropleth_Map&Gemini&make_comparisons,False,1.0,0.0,-0.11610527063621764,-0.023234748534883373,False,1.0,-0.1074620340169015,True
ChatGPT&Treemap&find_extremum,False,0.295,0.59,-4.990204263019984e-06,0.0274717977021742,True,0.295,-3.2158593913108494e-06,True
Gemini&Treemap&find_extremum,False,0.749,0.502,-0.027797450450428425,3.4652949744790546e-06,True,0.749,-0.02494317666165255,True
ChatGPT&Treemap&make_comparisons,False,1.0,0.0,-0.5315230636275949,-0.34074335785614995,False,1.0,-0.5152689995296342,True
Gemini&Treemap&make_comparisons,True,0.9999999999173182,1.653635006704235e-10,-0.48387261692319355,-0.26675187481486456,False,0.9999999999173182,-0.4670891129376537,True
ChatGPT&Treemap&identify_the_hierarchical_structure,False,0.0,0.0,0.17639638082585618,0.3309701233632595,False,0.0,0.1870093116626984,False
Gemini&Treemap&identify_the_hierarchical_structure,False,1.0,0.0,-0.269999186017867,-0.12625434040390823,False,1.0,-0.25753727617130395,True
